SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR22-02098669,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,12/07/2022 02:40:10 PM,12/08/2022 10:23:23 AM,12/08/2022 10:23:23 AM,4025 N KEYSTONE AVE,,,,4025,N,KEYSTONE,AVE,false,false,,,16,39,,F012,2,17,1722,34,,14,4,12,1148667.830053863,1926589.550714335,41.954508001,-87.728877,"(41.95450800094071, -87.72887700000192)"
SR22-02082492,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,12/05/2022 10:45:14 AM,01/09/2023 10:47:45 AM,01/09/2023 10:47:45 AM,427 N LAWLER AVE,,,,427,N,LAWLER,AVE,false,false,,,25,37,,D021,3,15,1532,39,,10,2,12,1142684.70660984,1902559.964639499,41.888682001,-87.7514715,"(41.888682000940484, -87.75147150000191)"
SR22-02077860,Lead Inspection Request,HDF,,Health,Completed,Internet,12/04/2022 10:04:05 AM,12/08/2022 09:45:23 AM,12/08/2022 09:45:23 AM,6080 N WHIPPLE ST,,,,6080,N,WHIPPLE,ST,false,false,,,2,50,,I007,1,24,2413,23,,10,1,12,1154838.049894918,1940523.906450511,41.992623001,-87.705819,"(41.99262300094085, -87.70581900000191)"
SR22-02076760,Lead Inspection Request,HDF,,Health,Completed,Internet,12/03/2022 08:03:29 PM,12/05/2022 09:54:09 AM,12/05/2022 09:54:09 AM,1755 W BELLE PLAINE AVE,,,,1755,W,BELLE PLAINE,AVE,false,false,,,6,47,,L012,1,19,1912,25,,20,7,12,1163899.48870811,1927210.332288661,41.955903001,-87.6728655,"(41.9559030009407, -87.6728655000019)"
SR22-02064039,Lead Inspection Request,HDF,,Health,Completed,Internet,12/01/2022 10:50:45 AM,12/08/2022 09:40:23 AM,12/08/2022 09:40:23 AM,8116 S EBERHART AVE,,,,8116,S,EBERHART,AVE,false,false,,,44,6,,R041,3,06,0631,45,,10,5,12,1180901.021612335,1851203.50802569,41.746959001,-87.6127095,"(41.746959000939974, -87.61270950000191)"
SR22-02055885,Lead Inspection Request,HDF,,Health,Completed,Mobile Device,11/29/2022 06:10:05 PM,11/30/2022 11:46:06 AM,11/30/2022 11:46:06 AM,1810 N SAYRE AVE,,,,1810,N,SAYRE,AVE,false,false,,,25,29,,Y118,1,25,2513,9,,18,3,11,1129191.954222222,1911327.609489595,41.912982001,-87.800823,"(41.912982000940545, -87.8008230000019)"
SR22-02044416,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,11/28/2022 07:06:17 AM,12/02/2022 04:02:49 PM,12/02/2022 04:02:49 PM,315 N LOCKWOOD AVE,,,,315,N,LOCKWOOD,AVE,false,false,,,25,37,,C022,2,15,1523,11,,7,2,11,1141066.262164277,1901611.041984244,41.886108001,-87.7574385,"(41.886108000940474, -87.75743850000191)"
SR22-02035363,Lead Inspection Request,HDF,,Health,Completed,Internet,11/25/2022 12:40:55 PM,12/02/2022 01:05:09 PM,12/02/2022 01:05:09 PM,4317 W 21ST PL,,,,4317,W,21ST,PL,false,false,,,29,24,,F026,1,10,1012,29,,12,6,11,1147846.523631662,1889332.267052543,41.852286001,-87.732855,"(41.85228600094034, -87.73285500000192)"
SR22-02023250,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,11/22/2022 02:00:55 PM,11/28/2022 11:55:32 AM,11/28/2022 11:55:32 AM,12033 S WALLACE ST,,,,12033,S,WALLACE,ST,false,false,,,53,34,,O051,2,05,0523,16,,14,3,11,1174551.811371541,1824943.018874861,41.675040001,-87.636753,"(41.67504000093969, -87.63675300000192)"
SR22-02004613,Lead Inspection Request,HDF,,Health,Completed,Mobile Device,11/18/2022 11:41:48 AM,11/28/2022 11:53:57 AM,11/28/2022 11:53:57 AM,1810 N SAYRE AVE,,,,1810,N,SAYRE,AVE,false,false,,,25,29,,Y118,1,25,2513,9,,11,6,11,1129191.954222222,1911327.609489595,41.912982001,-87.800823,"(41.912982000940545, -87.8008230000019)"
SR22-01993424,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,11/16/2022 12:28:58 PM,11/16/2022 02:20:04 PM,11/16/2022 02:20:04 PM,7301 S FAIRFIELD AVE,,,,7301,S,FAIRFIELD,AVE,false,false,,,66,18,,J039,3,08,0835,47,,12,4,11,1159377.080149342,1856074.01038584,41.760792001,-87.691446,"(41.76079200094002, -87.6914460000019)"
SR22-01991909,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,11/16/2022 08:48:16 AM,11/16/2022 10:57:12 AM,11/16/2022 10:57:12 AM,11330 S STEWART AVE,,,,11330,S,STEWART,AVE,false,false,,,49,34,,O049,3,22,2233,41,,8,4,11,1175578.371879072,1829634.747164155,41.687892001,-87.632856,"(41.68789200093976, -87.63285600000192)"
SR22-01989252,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,11/15/2022 03:34:12 PM,11/17/2022 01:41:05 PM,11/17/2022 01:41:05 PM,7654 S MARQUETTE AVE,,,,7654,S,MARQUETTE,AVE,false,false,,,43,7,,W040,2,04,0421,12,,15,3,11,1195643.278909533,1854495.036682714,41.75563971,-87.558582328,"(41.75563970987126, -87.55858232824174)"
SR22-01977002,Lead Inspection Request,HDF,,Health,Completed,Internet,11/13/2022 11:59:39 AM,11/17/2022 02:04:20 PM,11/17/2022 02:04:20 PM,2638 W HADDON AVE,,,,2638,W,HADDON,AVE,false,false,,,24,1,,J020,1,12,1211,18,,11,1,11,1158430.865849366,1907614.669754226,41.902245001,-87.693507,"(41.90224500094052, -87.69350700000192)"
SR22-01973889,Lead Inspection Request,HDF,,Health,Completed,Mobile Device,11/12/2022 12:08:34 PM,11/17/2022 01:53:55 PM,11/17/2022 01:53:55 PM,523 E BOWEN AVE,,,,523,E,BOWEN,AVE,false,false,,,38,4,,R031,1,02,0214,18,,12,7,11,1180712.345010061,1877522.076782062,41.819184001,-87.6125925,"(41.81918400094024, -87.6125925000019)"
SR22-01965669,Lead Inspection Request,HDF,,Health,Completed,Internet,11/10/2022 02:48:32 PM,11/17/2022 01:55:42 PM,11/17/2022 01:55:42 PM,6757 S ST LAWRENCE AVE,,,,6757,S,ST LAWRENCE,AVE,false,false,,,42,20,,R038,2,03,0321,8,,14,5,11,1181478.201107424,1860119.449774028,41.771412001,-87.61032,"(41.77141200094005, -87.6103200000019)"
SR22-01962355,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,11/10/2022 08:00:44 AM,11/17/2022 01:59:09 PM,11/17/2022 01:59:09 PM,12055 S STATE ST,,,,12055,S,STATE,ST,false,false,,,53,9,,Q051,3,05,0532,11,,8,5,11,1178553.268864457,1824844.518974062,41.674680001,-87.62211,"(41.674680000939716, -87.6221100000019)"
SR22-01953016,Lead Inspection Request,HDF,,Health,Completed,Alderman's Office,11/08/2022 01:24:19 PM,11/15/2022 12:17:58 PM,11/15/2022 12:17:58 PM,2016 W 23RD ST,,,,2016,W,23RD,ST,false,false,,,31,25,,K027,3,10,1034,1,,13,3,11,1163197.108375857,1888808.373698514,41.850540001,-87.6765285,"(41.85054000094035, -87.67652850000192)"
SR22-01952365,Lead Inspection Request,HDF,,Health,Completed,Mobile Device,11/08/2022 12:01:19 PM,11/17/2022 02:13:45 PM,11/17/2022 02:13:45 PM,8359 S MICHIGAN AVE,,,,8359,S,MICHIGAN,AVE,false,false,,,44,6,,Q042,3,06,0632,37,,12,3,11,1178709.183348574,1849387.955523393,41.742027001,-87.620796,"(41.74202700093996, -87.6207960000019)"
SR22-01949563,Lead Inspection Request,HDF,,Health,Completed,Internet,11/07/2022 09:53:48 PM,11/10/2022 11:24:53 AM,11/10/2022 11:24:53 AM,606 W CORNELIA AVE,,,,606,W,CORNELIA,AVE,false,false,,,6,46,,O014,2,19,1925,31,,21,2,11,1171502.190944446,1923718.096632114,41.946156001,-87.6450195,"(41.94615600094068, -87.64501950000191)"
SR22-01945842,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,11/07/2022 12:18:37 PM,11/10/2022 11:12:12 AM,11/10/2022 11:12:12 AM,5611 N AUSTIN AVE,,,,5611,N,AUSTIN,AVE,false,false,,,11,45,,B007,2,16,1622,41,,12,2,11,1135307.958978079,1936997.694835617,41.983317001,-87.7777425,"(41.983317000940794, -87.77774250000192)"
SR22-01944823,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,11/07/2022 10:42:42 AM,11/10/2022 10:52:17 AM,11/10/2022 10:52:17 AM,4848 W HENDERSON ST,,,,4848,W,HENDERSON,ST,false,false,,,15,31,,D014,3,16,1634,34,,10,2,11,1143240.805642709,1921857.099200324,41.941625029,-87.748946398,"(41.941625029191904, -87.74894639815865)"
SR22-01935000,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,11/05/2022 11:30:37 AM,11/10/2022 10:35:26 AM,11/10/2022 10:35:26 AM,7117 S CHAMPLAIN AVE,,,,7117,S,CHAMPLAIN,AVE,false,false,,,69,6,,R039,2,03,0323,30,,11,7,11,1181874.030359702,1857869.583033447,41.765229001,-87.6089385,"(41.765229000940046, -87.6089385000019)"
SR22-01933211,Lead Inspection Request,HDF,,Health,Completed,Internet,11/04/2022 08:02:53 PM,11/07/2022 10:08:50 AM,11/07/2022 10:08:50 AM,6430 S VERNON AVE,,,,6430,S,VERNON,AVE,false,false,,,42,20,,R037,1,03,0312,10,,20,6,11,1180283.63941515,1862333.117259903,41.777514001,-87.614631,"(41.777514000940066, -87.6146310000019)"
SR22-01923444,Lead Inspection Request,HDF,,Health,Completed,Mobile Device,11/03/2022 10:23:55 AM,11/04/2022 01:30:37 PM,11/04/2022 01:30:37 PM,6714 S LANGLEY AVE,,,60637,6714,S,LANGLEY,AVE,false,false,,,42,20,,R038,2,03,0321,8,,10,5,11,1181975.880996,1860558.88461,41.772606358,-87.608482119,"(41.772606357865115, -87.60848211870452)"
SR22-01919475,Lead Inspection Request,HDF,,Health,Completed,Internet,11/02/2022 03:11:15 PM,11/04/2022 01:34:13 PM,11/04/2022 01:34:13 PM,2308 W 91ST ST,,,60620,2308,W,91ST,ST,false,false,,,72,19,,K043,2,22,2221,56,,15,4,11,1162522.88423,1844327.364827,41.728492421,-87.680243151,"(41.72849242112271, -87.68024315100419)"
SR22-01905336,Lead Inspection Request,HDF,,Health,Completed,Internet,10/31/2022 10:34:44 AM,11/01/2022 12:22:28 PM,11/01/2022 12:22:28 PM,10725 S CALUMET AVE,,,60628,10725,S,CALUMET,AVE,false,false,,,49,9,,Q048,1,05,0513,32,,10,2,10,1180561.489918,1833811.7211,41.69924156,-87.614485771,"(41.699241560377985, -87.61448577104139)"
SR22-01902928,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,10/30/2022 08:27:27 PM,10/31/2022 02:22:37 PM,10/31/2022 02:22:37 PM,9245 S CLYDE AVE,,,60617,9245,S,CLYDE,AVE,false,false,,,48,7,,V044,1,04,0413,36,,20,1,10,1191935.766606,1843917.656242,41.726705239,-87.572511913,"(41.72670523900231, -87.57251191300278)"
SR22-01887678,Lead Inspection Request,HDF,,Health,Completed,Internet,10/27/2022 11:50:54 AM,10/31/2022 02:24:13 PM,10/31/2022 02:24:13 PM,123 N LECLAIRE AVE,,,60644,123,N,LECLAIRE,AVE,false,false,,,25,28,,D022,3,15,1532,43,,11,5,10,1142411.99001,1900311.338014,41.882516565,-87.752528921,"(41.882516564511064, -87.75252892053447)"
SR22-01887419,Lead Inspection Request,HDF,,Health,Completed,Internet,10/27/2022 11:09:45 AM,10/27/2022 12:48:07 PM,10/27/2022 12:48:07 PM,2030 N PULASKI RD,,,60639,2030,N,PULASKI,RD,false,false,,,20,26,,F017,2,25,2525,49,,11,5,10,1149311.126775,1913326.149211,41.918099622,-87.726857057,"(41.91809962189825, -87.72685705650058)"
SR22-01884385,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,10/26/2022 05:13:44 PM,10/27/2022 10:41:57 AM,10/27/2022 10:41:57 AM,519 E 71ST ST,,,60619,519,E,71ST,ST,false,false,,,69,6,,R039,2,03,0323,7,,17,4,10,1181004.542853,1857986.372301,41.765569533,-87.612121817,"(41.76556953253174, -87.61212181687968)"
SR22-01881201,Lead Inspection Request,HDF,,Health,Completed,Internet,10/26/2022 10:23:16 AM,10/31/2022 09:26:46 AM,10/31/2022 09:26:46 AM,3938 N WHIPPLE ST,,,60618,3938,N,WHIPPLE,ST,false,false,,,16,33,,I013,3,17,1733,6,,10,4,10,1155271.004944,1926206.29755,41.953325962,-87.704612946,"(41.953325962109375, -87.70461294557336)"
SR22-01879937,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,10/26/2022 07:18:16 AM,10/27/2022 10:34:59 AM,10/27/2022 10:34:59 AM,7300 S OGLESBY AVE,,,60649,7300,S,OGLESBY,AVE,false,false,,,43,7,,V039,3,03,0334,4,,7,4,10,1193060.326663,1856966.821913,41.762485924,-87.567967444,"(41.76248592365711, -87.56796744404585)"
SR22-01876164,Lead Inspection Request,HDF,,Health,Completed,Mobile Device,10/25/2022 01:01:44 PM,10/25/2022 01:16:11 PM,10/25/2022 01:16:11 PM,6013 S STATE ST,,,60621,6013,S,STATE,ST,false,false,,,40,20,,Q036,1,03,0311,23,,13,3,10,1177434.336305,1865067.088391,41.785081172,-87.624993918,"(41.78508117183191, -87.6249939182715)"
SR22-01857640,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,10/21/2022 05:47:23 PM,10/25/2022 09:47:54 AM,10/25/2022 09:47:54 AM,4738 S INDIANA AVE,,,60615,4738,S,INDIANA,AVE,false,false,,,38,3,,Q033,2,02,0224,1,,17,6,10,1178392.486372,1873483.324548,41.808154401,-87.621225327,"(41.80815440092113, -87.62122532733609)"
SR22-01853847,Lead Inspection Request,HDF,,Health,Completed,Internet,10/21/2022 09:05:58 AM,10/21/2022 10:57:19 AM,10/21/2022 10:57:19 AM,2624 W FULLERTON AVE,,,60647,2624,W,FULLERTON,AVE,false,false,,,22,1,,J016,3,14,1431,41,,9,6,10,1158351.816612,1915862.908831,41.924880437,-87.693571367,"(41.92488043719654, -87.69357136658164)"
SR22-01848925,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,10/20/2022 11:44:52 AM,10/21/2022 01:35:26 PM,10/21/2022 01:35:26 PM,4848 W HENDERSON ST,,,60641,4848,W,HENDERSON,ST,false,false,,,15,31,,D014,3,16,1634,34,,11,5,10,1143248.559632,1921838.083934,41.941572704,-87.748918375,"(41.9415727044575, -87.74891837520138)"
SR22-01836904,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,10/18/2022 01:32:57 PM,10/21/2022 01:36:55 PM,10/21/2022 01:36:55 PM,2900 S STATE ST,,,60616,2900,S,STATE,ST,false,false,,,35,3,,P028,3,01,0133,18,,13,3,10,1176623.950006,1885675.637202,41.841651161,-87.627344373,"(41.84165116056492, -87.62734437349903)"
SR22-01832402,Lead Inspection Request,HDF,,Health,Completed,Internet,10/17/2022 07:27:48 PM,10/18/2022 09:28:31 AM,10/18/2022 09:28:31 AM,4454 S WESTERN AVE,,,60609,4454,S,WESTERN,AVE,false,false,,,58,15,,J032,2,09,0922,9,,19,2,10,1161008.978066,1874843.739246,41.812265104,-87.684946199,"(41.812265104440186, -87.68494619853351)"
SR22-01821112,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,10/15/2022 03:48:32 PM,10/17/2022 01:19:23 PM,10/17/2022 01:19:23 PM,6037 S RACINE AVE,,,60636,6037,S,RACINE,AVE,false,false,,,68,16,,N036,1,07,0712,26,,15,7,10,1169424.937787,1864575.544437,41.783909629,-87.654374029,"(41.7839096293735, -87.65437402893014)"
SR22-01816845,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,10/14/2022 03:58:14 PM,10/17/2022 02:25:08 PM,10/17/2022 02:25:08 PM,6426 S CARPENTER ST,,,60621,6426,S,CARPENTER,ST,false,false,,,68,16,,N037,2,07,0724,28,,15,6,10,1170347.552599,1862079.403891,41.777039881,-87.651063999,"(41.77703988097297, -87.65106399894655)"
SR22-01801872,Lead Inspection Request,HDF,,Health,Completed,Mobile Device,10/12/2022 11:32:35 AM,10/17/2022 01:21:06 PM,10/17/2022 01:21:06 PM,2522 N BERNARD ST,,,60647,2522,N,BERNARD,ST,false,false,,,22,35,,H016,1,14,1413,2,,11,4,10,1152867.644191,1916654.719776,41.927163743,-87.713701747,"(41.92716374325608, -87.71370174717296)"
SR22-01798466,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,10/11/2022 06:01:11 PM,10/17/2022 01:24:58 PM,10/17/2022 01:24:58 PM,2240 W GRANVILLE AVE,,,60659,2240,W,GRANVILLE,AVE,false,false,,,2,50,,K007,1,24,2413,31,,18,3,10,1160058.141787,1941191.676101,41.994348817,-87.686599134,"(41.99434881663682, -87.68659913402234)"
SR22-01798221,Lead Inspection Request,HDF,,Health,Completed,Internet,10/11/2022 05:17:36 PM,10/19/2022 11:52:03 AM,10/19/2022 11:52:03 AM,1237 W GRANVILLE AVE,,,60660,1237,W,GRANVILLE,AVE,false,false,,,77,48,,M007,3,24,2433,25,,17,3,10,1166748.441418,1941235.286871,41.994327198,-87.661988074,"(41.99432719785998, -87.66198807353194)"
SR22-01793242,Lead Inspection Request,HDF,,Health,Completed,Mobile Device,10/11/2022 02:01:58 AM,10/17/2022 01:30:49 PM,10/17/2022 01:30:49 PM,2241 S HAMLIN AVE,,,60623,2241,S,HAMLIN,AVE,false,false,,,30,22,,G027,1,10,1013,19,,2,3,10,1151461.225677,1888674.913154,41.850412012,-87.719605134,"(41.85041201167304, -87.71960513448472)"
SR22-01775336,Lead Inspection Request,HDF,,Health,Completed,Internet,10/07/2022 10:27:46 AM,10/12/2022 11:02:57 AM,10/12/2022 11:02:57 AM,123 N LECLAIRE AVE,,,60644,123,N,LECLAIRE,AVE,false,false,,,25,28,,D022,3,15,1532,43,,10,6,10,1142411.99001,1900311.338014,41.882516565,-87.752528921,"(41.882516564511064, -87.75252892053447)"
SR22-01771811,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,10/06/2022 05:34:12 PM,10/12/2022 10:53:17 AM,10/12/2022 10:53:17 AM,7947 S LAFLIN ST,,,60620,7947,S,LAFLIN,ST,false,false,,,71,21,,M041,1,06,0612,30,,17,5,10,1167803.186041,1851831.833123,41.748974201,-87.660685359,"(41.748974200897685, -87.66068535939804)"
SR22-01769219,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,10/06/2022 12:28:48 PM,10/17/2022 01:50:47 PM,10/17/2022 01:50:47 PM,4921 N CENTRAL PARK AVE,,,60625,4921,N,CENTRAL PARK,AVE,false,false,,,14,33,,H010,1,17,1712,7,,12,5,10,1151578.143428,1932581.287683,41.97089291,-87.718020001,"(41.97089290954863, -87.7180200009322)"
SR22-01760186,Lead Inspection Request,HDF,,Health,Completed,Internet,10/05/2022 07:39:29 AM,10/05/2022 09:56:43 AM,10/05/2022 09:56:43 AM,405 N WABASH AVE,,,60611,405,N,WABASH,AVE,false,false,,,8,42,,Q021,3,18,1834,25,,7,4,10,1176901.595892,1903232.442224,41.889821884,-87.625794511,"(41.889821884408455, -87.62579451115606)"
SR22-01751106,Lead Inspection Request,HDF,,Health,Completed,Internet,10/03/2022 04:24:25 PM,10/04/2022 12:49:45 PM,10/04/2022 12:49:45 PM,1008 W LOYOLA AVE,,,60626,1008,W,LOYOLA,AVE,false,false,,,1,49,,N006,3,24,2432,7,,16,2,10,1168174.842107,1943983.507064,42.001837558,-87.656661283,"(42.00183755793622, -87.65666128255727)"
SR22-01749438,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,10/03/2022 01:07:44 PM,10/17/2022 01:43:59 PM,10/17/2022 01:43:59 PM,3320 W 38TH PL,,,60632,3320,W,38TH,PL,false,false,,,58,12,,H030,1,09,0911,11,,13,2,10,1154744.156623,1878945.970345,41.823649579,-87.707816141,"(41.82364957893967, -87.70781614073196)"
SR22-01748142,Lead Inspection Request,HDF,,Health,Completed,Internet,10/03/2022 10:36:42 AM,10/04/2022 12:51:05 PM,10/04/2022 12:51:05 PM,2522 N BERNARD ST,,,60647,2522,N,BERNARD,ST,false,false,,,22,35,,H016,1,14,1413,2,,10,2,10,1152867.644191,1916654.719776,41.927163743,-87.713701747,"(41.92716374325608, -87.71370174717296)"
SR22-01733939,Lead Inspection Request,HDF,,Health,Completed,Internet,09/30/2022 12:13:10 PM,09/30/2022 01:45:33 PM,09/30/2022 01:45:33 PM,124 N LONG AVE,,,60644,124,N,LONG,AVE,false,false,,,25,28,,C022,2,15,1523,41,,12,6,9,1140206.952172,1900517.932917,41.883124153,-87.760620915,"(41.88312415256426, -87.76062091487668)"
